Command,Link,Description,Preprocessed_Description
show upgrade-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-upg-pro.htm,"The settings in the centralized image upgrade profile uses ArubaOS images to upgrade the managed devices with the ArubaOS images hosted on an image server. When an upgrade action command is executed on the Mobility Conductor, the upgrademgr process running on Mobility Conductor sends an upgrade request to upgrademgr process running on corresponding managed devices. The managed devices then connect to the image server and download the appropriate image file after verifying the validity of the image file, before upgrading to the downloaded image file. The centralized image upgrade feature is enabled and configured on managed devices only, and supports up to 100 simultaneous image downloads.",settings centralized image upgrade profile uses arubaos images upgrade managed devices arubaos images hosted image server upgrade action executed mobility conductor upgrademgr process running mobility conductor sends upgrade request upgrademgr process running corresponding managed devices managed devices connect image server download appropriate image file verifying validity image file upgrading downloaded image file centralized image upgrade feature enabled configured managed devices supports 100 simultaneous image downloads
show uplink,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-uplink.htm,Displays uplink manager configuration details.,uplink manager configuration details
show usb,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-usb.htm,Display detailed USB device information on a stand-alone controller or managed device. This command should be executed from the managed device only.,display detailed usb device information controller managed device executed managed device
show user,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-user.htm,"Displays detailed information about user in terms of AP group, authentication method, role and so on. Use the show user command to show detailed user statistics and roles.",detailed information user terms ap group authentication method role use show user show detailed user statistics roles
show user-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-user-tab.htm,"Displays detailed information about the controller’s connection to a user device, in regards to mobility state and statistics, authentication statistics, VLAN assignment method, AP datapath tunnel info, radius accounting statistics, user name, user-role derivation method, datapath session flow entries, and 802.11 association state and statistics. The show user command allows you to filter specific information by parameter. Use the show user-table command to show detailed user statistics which includes the entire output of the user-table, mobility state and statics, authentication statistics, VLAN assignment method, AP datapath tunnel information, radius accounting statistics, user-role derivation method, datapath session flow entries, and 802.11 association state and statistics.",detailed information controller connection user device regards mobility state statistics authentication statistics vlan assignment method ap datapath tunnel info radius accounting statistics user name derivation method datapath session flow entries association state statistics show user allows filter specific information parameter use show show detailed user statistics includes entire output mobility state statics authentication statistics vlan assignment method ap datapath tunnel information radius accounting statistics derivation method datapath session flow entries association state statistics
show util_proc,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-util-proc.htm,"Show counters for the guest email process. As part of guest provisioning, the guest access email feature allows you to define the SMTP port and server that processes guest provisioning email. This server sends email to the guest or the sponsor when a guest user manually sends email from the Guest Provisioning page, or when a user creates a guest account.",show counters guest email process part guest provisioning guest access email feature allows define smtp port server processes guest provisioning email server sends email guest sponsor guest user manually sends email guest provisioning page user creates guest account
show valid-network-oui-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-vald-ntwk-oui.htm,"This command displays the Valid Equipment OUI Profile table. If you use the valid-networkoui-profile to add a new OUI to the controller, use the show valid-network-oui-profile command to see a list of current OUIs.",valid equipment oui profile table use add new oui controller use show see list current ouis
show version,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-version.htm,Shows the system software version.,shows system software version
show via,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-via.htm,Displays the VIA version and web session details.,via version web session details
show vlan-assignment,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-vlan-assign.htm,This command shows the number of clients assigned to a VLAN. Issue this command to show the number of clients that are assigned to a VLAN.,shows number clients assigned vlan issue show number clients assigned vlan
show vlan-assignment-auth,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-vlan-assg-auth.htm,This command shows the VLAN usage in the user authentication module. Issue this command to view all the VLAN IDs that are configured along with the current client count that uses that VLAN ID.,shows vlan usage user authentication module issue view vlan ids configured along current client count uses vlan id
show vlan-bwcontract-explist,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-vln-bwcnt-exp.htm,Show entries in the VLAN bandwidth contracts MAC exception lists.,show entries vlan bandwidth contracts mac exception lists
show vpn-dialer,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-vpn-dialr.htm,Displays the VPN dialer configuration for users using VPN dialers.,vpn dialer configuration users using vpn dialers
show vrrp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-vrrp.htm,"Displays the list of all VRRP configuration on the managed device. To view a specific VRRP configuration, specify the VRID number.",list vrrp configuration managed device view specific vrrp configuration specify vrid number
show web-cc,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-web-cc.htm,"Displays information about web content (web-cc) classification settings, category and reputation types, classification statistics and bandwidth contracts. The web content classification feature classifies all (HTTP/HTTPS) web traffic on the network. The output of the show web-cc command displays information about Webroot classification categories and risk reputation levels, bandwidth contracts, and the web content classification cache and database.",information web content classification settings category reputation types classification statistics bandwidth contracts web content classification feature classifies web traffic network output show information webroot classification categories risk reputation levels bandwidth contracts web content classification cache database
show web-proxy,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-web-proxy.htm,Displays information about the port and server configured for the web-proxy.,information port server configured
show web-server,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-web-srvr.htm,Displays the configuration and statistics of the controller web server.,configuration statistics controller web server
show websocket,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-websocket.htm,Displays the ClearPass WebSocket configuration.,clearpass websocket configuration
show whitelist-db cpsec,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-whtlstdb-cps.htm,"Displays the campus AP whitelist/allowlist for campus APs using the control plane security feature. To view information for a single AP, use the command show whitelist-db cpsec mac-address <mac-address>/ show allowlist-db cpsec mac-address <mac-address> . If your deployment includes both Mobility Conductor and managed devices, then the campus AP whitelist/allowlist on every managed device contains an entry for every secure AP on the network, regardless of the managed device to which it is connected.",campus ap campus aps using control plane security feature view information single ap use show cpsec show cpsec deployment includes mobility conductor managed devices campus ap every managed device contains entry every secure ap network regardless managed device connected
show whitelist-db cpsec-seq,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wl-db-cp-seq.htm,Display the current sequence number for the Mobility Conductor or managed device whitelists/allowlists. The current sequence number in the Sequence Number Details table shows the number of changes to the campus AP whitelist/allowlist made on this managed device.,display current sequence number mobility conductor managed device current sequence number sequence number details table shows number changes campus ap made managed device
