Command,Link,Description
uplink,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/uplink.htm,Use this command to manage and configure the uplink network connection.
usb,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/usb.htm,This command disconnects and reclassifies a USB device connected to a managed device.
user-role,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/user-role.htm,This command configures a user role.
valid-network-oui-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/vld-ntwk-oui-pro.htm,This command allows you to add a new OUI to the managed device. The new OUI must be entered in a aa:bb:cc format.
vlan-bwcontract-explist,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/vlan-bwcnt-exp.htm,"This command adds entries to or remove entries from the MAC exception list for bandwidth contracts on broadcast or multicast traffic. Bandwidth contracts on a VLAN can limit broadcast and multicast traffic. ArubaOS includes an internal exception list to allow broadcast and multicast traffic using the VRRP, LACP, OSPF, PVST and STP protocols. To remove per-vlan bandwidth contract limits on an additional broadcast or multicast protocol, add the MAC address for that broadcast or multicast protocol to the Vlan Bandwidth Contracts MAC Exception List."
vlan-name,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/vlan-name.htm,This command creates a named VLAN on the managed device and given an assignment type.
vlan,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/vlan.htm,This command creates a VLAN ID or a range of VLAN IDs on the managed device. Use the vlan-name command to create a named VLAN to set up a VLAN pool. A VLAN pool consists of a set of VLAN IDs which are grouped together to efficiently manage multi-managed device networks from a single location.
vpn-acl,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/vpn-acl.htm,This command configures both session and route ACL for branch-vpnc tunnel.
vpn-dialer,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/vpn-dialer.htm,"This command configures the VPN dialer. A VPN dialer is a Windows application that configures a Windows client for use with the VPN services in the managed device. When VPN is used as an access method, a user can login using captive portal and download a VPN dialer. You can customize a VPN dialer for a user role configured with the user-role command. After the user authenticates via captive portal, a link appears to allow download of the VPN dialer if a dialer is configured for the user role."
vpdn group l2tp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/vpdn-grp-l2pt.htm,This command configures an L2TP or IPsec VPN connection. L2TP or IPsec relies on the PPP connection process to perform user authentication and protocol configuration. You must specify the protocol used for PPP authentication and whether SecureID tokens are cached on the managed device. Client addresses are assigned from a pool configured with the ip local pool command.
vpdn group pptp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/vpdn-grp-pptp.htm,This command configures a PPTP VPN connection. PPTP connections require user-level authentication through a PPP authentication protocol (MSHCAPv2 is the currently-supported method.) Client addresses are assigned from a pool configured with the pptp command.
vpnip,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/vpnip.htm,This command configures the certificate or PSK used by a managed device to create a site-to-site IPsec VPN tunnel to a controller configured as a VPN concentrator. Use this command to configure a managed device to communicate with a VPN concentrator in a deployment where both Mobility Conductor and the VPN concentrator are located within the same DMZ.
vpn-peer peer-mac,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/vpn-peer-mac.htm,"This command defines IKE parameters used by a VPN concentrator to create secure tunnels between that VPN concentrator and a managed device. Use this command on controller configured as a VPN concentrator to define a VPN between that device and another managed device. When the other managed device communicates with the VPN concentrator to set up an IPsec tunnel, any uplink VLAN tag defined via the uplink wired command will be sent with the vendor-id during IKE negotiation. This setting can uniquely bind the tunnel from a particular uplink on a managed device to a corresponding crypto map on VPN concentrator."
vpn-peer pass-code,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/vpn-peer-pascode.htm,"This command automates the process of whitelisting/allowlisting the branch devices to avoid extra configuration for each device at the headend. For automatic whitelisting/allowlisting of managed devices in the VPN Concentrator, the authentication code method is used. In this method, the whitelisting/allowlisting of the device is achieved through the authentication token. You must configure the same VPN peer authentication passcode on the Mobility Conductor as well as the VPN Concentrator to whitelist/allowlist the device in the database."
vrrp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/vrrp.htm,This command configures the VRRP. Use this command to set parameters for VRRP on the Mobility Conductor. The default VRRP parameters can be left for most implementations.
webcc,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/webcc.htm,"This command changes the WebCC operational mode of a managed device from the default centralized mode to distributed mode. The WebCC operational mode determines whether the managed device or Mobility Conductor contacts the cloud WebRoot server for URL lookup queries. In the default centralized mode, the Mobility Conductor contacts the cloud WebRoot server for URL lookup queries, whereas in distributed mode, the managed device contacts the cloud WebRoot server for URL lookup queries."
web-cc,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/webcc-glb-bw-cnt.htm,This command defines global bandwidth contracts for HTTP or HTTPS traffic matching a predefined web content category or reputation type.
web-proxy server,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/web-proxy-srvr.htm,This command configures the web-proxy server related information.
web-server profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/web-srvr-pro.htm,This command configures the Mobility Conductor’s web server.
websocket clearpass,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/websock-clrpass.htm,This command configures the ClearPass WebSocket profile. This command configures the primary and secondary ClearPass Insight server.
whoami,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/whoami.htm,This command displays information about the current user logged into the Mobility Conductor or managed device. Use this command to display the name and role of the user who is logged into the device for this session.
wipe,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/wipe.htm,"This command erases all data including configuration, logs, license keys, flash backup files and formats the flash file system in the controller. This command can also be used to return the Mobility Conductor or the managed devices to the factory default state. After issuing the command and rebooting the controller, you can return the controller to an operational state by installing the ArubaOS image again."
wlan 6ghz-rrm-ie-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/wlan-6g-rrm-ie-pro.htm,This command configures a Radio Resource Management (RRM) Information Elements (IE) profile to define the information elements advertised by a Wi-Fi 6E AP for 6 GHz band. ArubaOS supports RRM IEs for Wi-Fi 6E APs with 802.11ax support enabled. All IEs are sent by default.
wlan anyspot-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/wlan-anysp-pro.htm,The anyspot client probe suppression feature decreases network traffic by suppressing probe requests from clients attempting to locate and connect to other known networks.
wlan bcn-rpt-req-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/wlan-bcn-rpt-req.htm,Configures a Beacon Report Request Profile to provide the parameters for the Beacon Report Request frames. The Beacon Report Request profile is configured under the 802.11K profile.
wlan client-wlan-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/wlan-client-wlan.htm,"You can push WLAN profiles to users computers that use the Microsoft Windows Wireless Zero Config (WZC) service to configure and maintain their wireless networks. After the WLAN profiles are pushed to user computers, they are automatically displayed as an ordered list in the preferred networks."
wlan dot11k-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/wlan-11k-pro.htm,"This command configures a 802.11k radio profile. In a 802.11k network, if the AP with the strongest signal is reaches its maximum capacity, clients may connect to an under utilized AP with a weaker signal. A 802.11k profile can assigned to each virtual AP."
